#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_002516.2",264964,266310,"-",881907,"pcaK","PA0235","NP_248926.1",448,"4-hydroxybenzoate transporter PcaK"
"chromosome","NC_002516.2",266616,267395,"+",881730,,"PA0236","NP_248927.1",259,"transcriptional regulator"
"chromosome","NC_002516.2",267638,268681,"+",881928,,"PA0237","NP_248928.1",347,"oxidoreductase"
"chromosome","NC_002516.2",268704,269519,"+",882048,,"PA0238","NP_248929.1",271,"hypothetical protein PA0238"
"chromosome","NC_002516.2",269669,270547,"+",882051,,"PA0239","NP_248930.1",292,"hypothetical protein PA0239"
"chromosome","NC_002516.2",270573,271838,"-",881911,,"PA0240","NP_248931.1",421,"porin"
"chromosome","NC_002516.2",271904,273229,"-",881918,,"PA0241","NP_248932.1",441,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",273775,275679,"+",880907,,"PA0242","NP_248933.1",634,"hypothetical protein PA0242"
"chromosome","NC_002516.2",275772,276440,"+",881956,,"PA0243","NP_248934.1",222,"transcriptional regulator"
"chromosome","NC_002516.2",276480,277334,"-",879716,,"PA0244","NP_248935.1",284,"shikimate 5-dehydrogenase"
"chromosome","NC_002516.2",277331,277777,"-",882159,"aroQ2","PA0245","NP_248936.1",148,"3-dehydroquinate dehydratase"
"chromosome","NC_002516.2",277894,279399,"-",881952,,"PA0246","NP_248937.1",501,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",279574,280758,"-",882128,"pobA","PA0247","NP_248938.1",394,"4-hydroxybenzoate 3-monooxygenase"
"chromosome","NC_002516.2",280936,281802,"+",881969,,"PA0248","NP_248939.1",288,"transcriptional regulator"
"chromosome","NC_002516.2",281799,282245,"-",880888,,"PA0249","NP_248940.1",148,"acetyltransferase"
"chromosome","NC_002516.2",282323,282757,"-",879262,,"PA0250","NP_248941.1",144,"hypothetical protein PA0250"
"chromosome","NC_002516.2",282912,283553,"-",881983,,"PA0251","NP_248942.1",213,"hypothetical protein PA0251"
"chromosome","NC_002516.2",283818,284105,"-",879677,,"PA0252","NP_248943.1",95,"hypothetical protein PA0252"
"chromosome","NC_002516.2",284197,284673,"-",881936,,"PA0253","NP_248944.1",158,"transcriptional regulator"
"chromosome","NC_002516.2",284714,286204,"-",881878,,"PA0254","NP_248945.1",496,"hypothetical protein PA0254"
"chromosome","NC_002516.2",286338,287024,"-",879587,,"PA0255","NP_248946.1",228,"hypothetical protein PA0255"
"chromosome","NC_002516.2",287188,288120,"-",881894,,"PA0256","NP_248947.1",310,"hypothetical protein PA0256"
"chromosome","NC_002516.2",288384,289175,"-",880116,,"PA0257","NP_248948.1",263,"hypothetical protein PA0257"
"chromosome","NC_002516.2",289205,289390,"-",880870,,"PA0258","NP_248949.1",61,"hypothetical protein PA0258"
"chromosome","NC_002516.2",289562,291004,"-",881892,,"PA0259","NP_248950.1",480,"hypothetical protein PA0259"
"chromosome","NC_002516.2",291154,293304,"-",879499,,"PA0260","NP_248951.1",716,"hypothetical protein PA0260"
"chromosome","NC_002516.2",293301,293798,"-",881884,,"PA0261","NP_248952.1",165,"hypothetical protein PA0261"
"chromosome","NC_002516.2",293802,296861,"-",881981,,"PA0262","NP_248953.1",1019,"hypothetical protein PA0262"
"chromosome","NC_002516.2",297043,297561,"-",880866,"hcpC","PA0263","NP_248954.1",172,"secreted protein Hcp"
"chromosome","NC_002516.2",299522,300973,"+",881913,"gabD","PA0265","NP_248956.1",483,"glutarate-semialdehyde dehydrogenase DavD"
"chromosome","NC_002516.2",301218,302498,"+",880917,,"PA0266","NP_248957.1",426,"5-aminovalerate aminotransferase DavT"
"chromosome","NC_002516.2",302824,304023,"+",880697,,"PA0267","NP_248958.1",399,"hypothetical protein PA0267"
"chromosome","NC_002516.2",304177,305598,"-",880732,,"PA0268","NP_248959.1",473,"transcriptional regulator"
"chromosome","NC_002516.2",305725,306162,"+",883021,,"PA0269","NP_248960.1",145,"hypothetical protein PA0269"
"chromosome","NC_002516.2",306174,306581,"+",880648,,"PA0270","NP_248961.1",135,"hypothetical protein PA0270"
"chromosome","NC_002516.2",306615,306899,"+",880607,,"PA0271","NP_248962.1",94,"hypothetical protein PA0271"
"chromosome","NC_002516.2",306896,307828,"-",877827,,"PA0272","NP_248963.1",310,"transcriptional regulator"
"chromosome","NC_002516.2",307878,309092,"-",883091,,"PA0273","NP_248964.1",404,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",309255,310025,"-",880785,,"PA0274","NP_248965.1",256,"hypothetical protein PA0274"
"chromosome","NC_002516.2",310134,310820,"-",880776,,"PA0275","NP_248966.1",228,"transcriptional regulator"
"chromosome","NC_002516.2",310896,311411,"+",880723,,"PA0276","NP_248967.1",171,"hypothetical protein PA0276"
"chromosome","NC_002516.2",311451,312209,"-",883050,,"PA0277","NP_248968.1",252,"hypothetical protein PA0277"
"chromosome","NC_002516.2",312381,313133,"-",880729,,"PA0278","NP_248969.1",250,"hypothetical protein PA0278"
"chromosome","NC_002516.2",313227,313925,"+",883024,,"PA0279","NP_248970.1",232,"transcriptional regulator"
"chromosome","NC_002516.2",313938,314927,"-",877644,"cysA","PA0280","NP_248971.1",329,"sulfate.thiosulfate ABC transporter ATP-binding protein CysA"
"chromosome","NC_002516.2",314931,315800,"-",880705,"cysW","PA0281","NP_248972.1",289,"sulfate transporter CysW"
"chromosome","NC_002516.2",315811,316629,"-",880883,"cysT","PA0282","NP_248973.1",272,"sulfate transporter CysT"
"chromosome","NC_002516.2",316791,317789,"-",881922,"sbp","PA0283","NP_248974.1",332,"sulfate-binding protein"
"chromosome","NC_002516.2",317966,318148,"-",879699,,"PA0284","NP_248975.1",60,"hypothetical protein PA0284"
"chromosome","NC_002516.2",318312,320594,"-",879674,,"PA0285","NP_248976.1",760,"hypothetical protein PA0285"
"chromosome","NC_002516.2",320766,321944,"+",879596,"desA","PA0286","NP_248977.1",392,"delta-9 fatty acid desaturase DesA"
"chromosome","NC_002516.2",322175,323560,"+",879633,"gpuP","PA0287","NP_248978.1",461,"3-guanidinopropionate transporter"
"chromosome","NC_002516.2",323616,324572,"+",880781,"gpuA","PA0288","NP_248979.1",318,"guanidinopropionase"
"chromosome","NC_002516.2",324625,325587,"+",879727,"gpuR","PA0289","NP_248980.1",320,"transcriptional activator GpuR"
"chromosome","NC_002516.2",325700,326671,"+",880764,,"PA0290","NP_248981.1",323,"hypothetical protein PA0290"
"chromosome","NC_002516.2",327284,328666,"+",879473,"oprE","PA0291","NP_248982.1",460,"anaerobically-induced outer membrane porin OprE"
"chromosome","NC_002516.2",328801,329907,"-",879730,"aguA","PA0292","NP_248983.1",368,"agmatine deiminase"
"chromosome","NC_002516.2",329993,330871,"-",880699,"aguB","PA0293","NP_248984.1",292,"N-carbamoylputrescine amidohydrolase"
"chromosome","NC_002516.2",331034,331699,"-",880857,"aguR","PA0294","NP_248985.1",221,"transcriptional regulator AguR"
"chromosome","NC_002516.2",331762,332823,"-",880681,,"PA0295","NP_248986.1",353,"polyamine binding protein"
"chromosome","NC_002516.2",333079,334455,"-",880840,"spuI","PA0296","NP_248987.1",458,"glutamine synthetase"
"chromosome","NC_002516.2",334734,335486,"+",880604,"spuA","PA0297","NP_248988.1",250,"glutamine amidotransferase"
"chromosome","NC_002516.2",335527,336885,"+",880835,"spuB","PA0298","NP_248989.1",452,"glutamine synthetase"
"chromosome","NC_002516.2",336951,338321,"+",878357,"spuC","PA0299","NP_248990.1",456,"aminotransferase"
"chromosome","NC_002516.2",338437,339540,"+",880655,"spuD","PA0300","NP_248991.1",367,"putrescine ABC transporter substrate-binding protein SpuD"
"chromosome","NC_002516.2",339959,341056,"+",877626,"spuE","PA0301","NP_248992.1",365,"spermidine ABC transporter substrate-binding protein SpuE"
"chromosome","NC_002516.2",341111,342265,"+",877636,"spuF","PA0302","NP_248993.1",384,"polyamine transporter PotG"
"chromosome","NC_002516.2",342292,343173,"+",880687,"spuG","PA0303","NP_248994.1",293,"polyamine transporter PotH"
"chromosome","NC_002516.2",343256,344125,"+",878265,"spuH","PA0304","NP_248995.1",289,"polyamine transporter PotI"
"chromosome","NC_002516.2",344303,346690,"-",877593,,"PA0305","NP_248996.1",795,"hypothetical protein PA0305"
"chromosome","NC_002516.2",346801,347853,"+",877655,,"PA0306","NP_248997.1",350,"transcriptional regulator"
"chromosome","NC_002516.2",347832,348335,"-",17373339,,"PA0306a","YP_008719731.1",167,"transcriptional regulator"
"chromosome","NC_002516.2",348440,349051,"-",877629,,"PA0307","NP_248998.1",203,"hypothetical protein PA0307"
"chromosome","NC_002516.2",349050,350069,"+",877780,,"PA0308","NP_248999.1",339,"hypothetical protein PA0308"
"chromosome","NC_002516.2",350089,350841,"-",878386,,"PA0309","NP_249000.1",250,"hypothetical protein PA0309"
"chromosome","NC_002516.2",350890,351588,"+",880668,,"PA0310","NP_249001.1",232,"hypothetical protein PA0310"
"chromosome","NC_002516.2",351610,352164,"-",878303,,"PA0311","NP_249002.1",184,"hypothetical protein PA0311"
"chromosome","NC_002516.2",352430,352924,"+",878375,,"PA0312","NP_249003.1",164,"hypothetical protein PA0312"
"chromosome","NC_002516.2",352927,353619,"-",878278,,"PA0313","NP_249004.1",230,"L-cysteine ABC transporter protein YecS"
"chromosome","NC_002516.2",353691,354461,"-",878270,,"PA0314","NP_249005.1",256,"L-cysteine ABC transporter protein FliY"
"chromosome","NC_002516.2",354754,355191,"+",878297,,"PA0315","NP_249006.1",145,"hypothetical protein PA0315"
"chromosome","NC_002516.2",355248,356477,"-",878305,"serA","PA0316","NP_249007.1",409,"D-3-phosphoglycerate dehydrogenase"
"chromosome","NC_002516.2",356681,358075,"+",878323,,"PA0317","NP_249008.1",464,"hypothetical protein PA0317"
"chromosome","NC_002516.2",358167,358832,"+",878356,,"PA0318","NP_249009.1",221,"hypothetical protein PA0318"
"chromosome","NC_002516.2",358931,359920,"+",878399,,"PA0319","NP_249010.1",329,"hypothetical protein PA0319"
"chromosome","NC_002516.2",359982,360332,"+",878326,,"PA0320","NP_249011.1",116,"hypothetical protein PA0320"
"chromosome","NC_002516.2",360413,361447,"-",878360,,"PA0321","NP_249012.1",344,"acetylpolyamine aminohydrolase"
"chromosome","NC_002516.2",361463,362857,"-",878353,,"PA0322","NP_249013.1",464,"transporter"
"chromosome","NC_002516.2",363278,364321,"-",878380,,"PA0323","NP_249014.1",347,"ABC transporter"
"chromosome","NC_002516.2",364369,365157,"-",879407,,"PA0324","NP_249015.1",262,"ABC transporter permease"
"chromosome","NC_002516.2",365154,366083,"-",879238,,"PA0325","NP_249016.1",309,"ABC transporter permease"
"chromosome","NC_002516.2",366080,367129,"-",880297,,"PA0326","NP_249017.1",349,"ABC transporter ATP-binding protein"
"chromosome","NC_002516.2",367457,368422,"+",879241,,"PA0327","NP_249018.1",321,"hypothetical protein PA0327"
"chromosome","NC_002516.2",368462,370405,"-",882183,,"PA0328","NP_249019.1",647,"hypothetical protein PA0328"
"chromosome","NC_002516.2",370706,371038,"-",882179,,"PA0329","NP_249020.1",110,"hypothetical protein PA0329"
"chromosome","NC_002516.2",371162,371833,"-",882171,"rpiA","PA0330","NP_249021.1",223,"ribose-5-phosphate isomerase A"
"chromosome","NC_002516.2",372091,373605,"+",879435,"ilvA1","PA0331","NP_249022.1",504,"threonine dehydratase"
"chromosome","NC_002516.2",373725,374192,"+",879348,,"PA0332","NP_249023.1",155,"hypothetical protein PA0332"
"chromosome","NC_002516.2",374243,375514,"+",882211,,"PA0333","NP_249024.1",423,"hypothetical protein PA0333"
"chromosome","NC_002516.2",375951,377189,"-",882199,,"PA0334","NP_249025.1",412,"major facilitator superfamily transporter"
"chromosome","NC_002516.2",377239,377892,"-",882191,,"PA0335","NP_249026.1",217,"hypothetical protein PA0335"
"chromosome","NC_002516.2",378096,378575,"+",882290,"ygdP","PA0336","NP_249027.1",159,"RNA pyrophosphohydrolase"
"chromosome","NC_002516.2",378598,380877,"+",882232,"ptsP","PA0337","NP_249028.1",759,"phosphoenolpyruvate-protein phosphotransferase PtsP"
"chromosome","NC_002516.2",380903,382033,"+",882246,,"PA0338","NP_249029.1",376,"hypothetical protein PA0338"
"chromosome","NC_002516.2",382037,382792,"-",882266,,"PA0339","NP_249030.1",251,"hypothetical protein PA0339"
"chromosome","NC_002516.2",382914,383717,"+",883093,,"PA0340","NP_249031.1",267,"hypothetical protein PA0340"
"chromosome","NC_002516.2",383727,384527,"+",882221,"lgt","PA0341","NP_249032.1",266,"prolipoprotein diacylglyceryl transferase"
"chromosome","NC_002516.2",384733,385527,"+",879417,"thyA","PA0342","NP_249033.1",264,"thymidylate synthase"
"chromosome","NC_002516.2",385554,386351,"-",880294,,"PA0343","NP_249034.1",265,"hypothetical protein PA0343"
"chromosome","NC_002516.2",386386,387765,"-",879284,,"PA0344","NP_249035.1",459,"hypothetical protein PA0344"
"chromosome","NC_002516.2",387758,389143,"-",879415,,"PA0345","NP_249036.1",461,"hypothetical protein PA0345"
"chromosome","NC_002516.2",389334,389696,"+",879318,,"PA0346","NP_249037.1",120,"hypothetical protein PA0346"
"chromosome","NC_002516.2",389733,390884,"-",879329,"glpQ","PA0347","NP_249038.1",383,"glycerophosphoryl diester phosphodiesterase"
"chromosome","NC_002516.2",391094,392188,"+",879397,,"PA0348","NP_249039.1",364,"hypothetical protein PA0348"
"chromosome","NC_002516.2",392185,393225,"+",879281,,"PA0349","NP_249040.1",346,"hypothetical protein PA0349"
"chromosome","NC_002516.2",393308,393814,"+",879233,"folA","PA0350","NP_249041.1",168,"dihydrofolate reductase"
"chromosome","NC_002516.2",393830,394303,"-",879375,,"PA0351","NP_249042.1",157,"hypothetical protein PA0351"
"chromosome","NC_002516.2",394442,395827,"-",879278,,"PA0352","NP_249043.1",461,"transporter"
"chromosome","NC_002516.2",396057,397895,"-",879274,"ilvD","PA0353","NP_249044.1",612,"dihydroxy-acid dehydratase"
"chromosome","NC_002516.2",398224,399420,"-",879450,,"PA0354","NP_249045.1",398,"hypothetical protein PA0354"
"chromosome","NC_002516.2",399493,400032,"-",879351,"pfpI","PA0355","NP_249046.1",179,"protease PfpI"
"chromosome","NC_002516.2",400248,401072,"+",879235,,"PA0356","NP_249047.1",274,"hypothetical protein PA0356"
"chromosome","NC_002516.2",401131,401943,"+",879307,"mutM","PA0357","NP_249048.1",270,"formamidopyrimidine-DNA glycosylase"
"chromosome","NC_002516.2",402020,402598,"+",879453,,"PA0358","NP_249049.1",192,"hypothetical protein PA0358"
"chromosome","NC_002516.2",402681,403025,"+",879498,,"PA0359","NP_249050.1",114,"hypothetical protein PA0359"
"chromosome","NC_002516.2",403295,404281,"+",879422,,"PA0360","NP_249051.1",328,"hypothetical protein PA0360"
"chromosome","NC_002516.2",404386,406119,"-",879505,,"PA0361","NP_249052.1",577,"gamma-glutamyltranspeptidase"
"chromosome","NC_002516.2",406247,406498,"-",879523,"fdx1","PA0362","NP_249053.1",83,"4Fe-4S ferredoxin"
"chromosome","NC_002516.2",406619,407098,"-",879847,"coaD","PA0363","NP_249054.1",159,"phosphopantetheine adenylyltransferase"
"chromosome","NC_002516.2",407250,408845,"-",879858,,"PA0364","NP_249055.1",531,"oxidoreductase"
"chromosome","NC_002516.2",408901,409449,"-",879873,,"PA0365","NP_249056.1",182,"hypothetical protein PA0365"
"chromosome","NC_002516.2",409504,410934,"-",880299,,"PA0366","NP_249057.1",476,"coniferyl aldehyde dehydrogenase"
"chromosome","NC_002516.2",411224,411871,"+",880928,,"PA0367","NP_249058.1",215,"transcriptional regulator"
"chromosome","NC_002516.2",411856,412266,"-",17373340,,"PA0367a","YP_008719732.1",136,"acetyltransferase"
"chromosome","NC_002516.2",412329,413327,"-",881245,,"PA0368","NP_249059.1",332,"hypothetical protein PA0368"
"chromosome","NC_002516.2",413933,414529,"-",882281,,"PA0370","NP_249061.1",198,"hypothetical protein PA0370"
"chromosome","NC_002516.2",414529,416016,"-",882994,,"PA0371","NP_249062.1",495,"hypothetical protein PA0371"
"chromosome","NC_002516.2",416009,417406,"-",883000,,"PA0372","NP_249063.1",465,"zinc protease"
"chromosome","NC_002516.2",417527,418894,"+",883018,"ftsY","PA0373","NP_249064.1",455,"signal recognition particle receptor FtsY"
"chromosome","NC_002516.2",418891,419562,"+",883078,"ftsE","PA0374","NP_249065.1",223,"cell division protein FtsE"
"chromosome","NC_002516.2",419562,420569,"+",883092,"ftsX","PA0375","NP_249066.1",335,"cell division protein FtsX"
"chromosome","NC_002516.2",420683,421537,"+",883126,"rpoH","PA0376","NP_249067.1",284,"RNA polymerase sigma factor RpoH"
"chromosome","NC_002516.2",421602,422207,"+",883137,,"PA0377","NP_249068.1",201,"hypothetical protein PA0377"
"chromosome","NC_002516.2",422212,422943,"-",879835,,"PA0378","NP_249069.1",243,"monofunctional biosynthetic peptidoglycan transglycosylase"
"chromosome","NC_002516.2",422980,423357,"+",879822,,"PA0379","NP_249070.1",125,"hypothetical protein PA0379"
"chromosome","NC_002516.2",423460,423660,"+",879813,,"PA0380","NP_249071.1",66,"sulfur carrier protein ThiS"
"chromosome","NC_002516.2",423719,424516,"+",879802,"thiG","PA0381","NP_249072.1",265,"thiazole synthase"
"chromosome","NC_002516.2",424670,425341,"+",879787,"micA","PA0382","NP_249073.1",223,"tRNA (guanine-N(7)-)-methyltransferase"
"chromosome","NC_002516.2",425504,426850,"+",879731,,"PA0383","NP_249074.1",448,"hypothetical protein PA0383"
"chromosome","NC_002516.2",426863,427120,"-",879608,,"PA0384","NP_249075.1",85,"hypothetical protein PA0384"
"chromosome","NC_002516.2",427182,427505,"-",879510,,"PA0385","NP_249076.1",107,"hypothetical protein PA0385"
"chromosome","NC_002516.2",427586,428740,"-",878688,,"PA0386","NP_249077.1",384,"coproporphyrinogen III oxidase"
"chromosome","NC_002516.2",428861,429454,"-",878675,,"PA0387","NP_249078.1",197,"non-canonical purine NTP pyrophosphatase"
"chromosome","NC_002516.2",429451,429870,"-",878619,,"PA0388","NP_249079.1",139,"hypothetical protein PA0388"
"chromosome","NC_002516.2",430002,430622,"-",878577,,"PA0389","NP_249080.1",206,"hypothetical protein PA0389"
"chromosome","NC_002516.2",430630,431769,"-",878549,"metX","PA0390","NP_249081.1",379,"homoserine O-acetyltransferase"
"chromosome","NC_002516.2",431858,433825,"-",878546,,"PA0391","NP_249082.1",655,"hypothetical protein PA0391"
"chromosome","NC_002516.2",434226,434819,"-",878514,,"PA0392","NP_249083.1",197,"hypothetical protein PA0392"
"chromosome","NC_002516.2",434830,435651,"-",878413,"proC","PA0393","NP_249084.1",273,"pyrroline-5-carboxylate reductase"
"chromosome","NC_002516.2",435663,436355,"-",878395,,"PA0394","NP_249085.1",230,"hypothetical protein PA0394"
"chromosome","NC_002516.2",436570,437604,"+",878389,"pilT","PA0395","NP_249086.1",344,"twitching motility protein PilT"
"chromosome","NC_002516.2",437782,438930,"+",878362,"pilU","PA0396","NP_249087.1",382,"twitching motility protein PilU"
"chromosome","NC_002516.2",438938,439837,"-",878314,,"PA0397","NP_249088.1",299,"cation efflux system protein"
"chromosome","NC_002516.2",439991,440395,"+",878302,,"PA0398","NP_249089.1",134,"hypothetical protein PA0398"
